id,nombre_cientifico,categoria,categoria2,grupo,clasificacion_FAO,cultivo,origen_et,origen,vulnerabilidad_et,vulnerabilidad,imp_economica_org,imp_economica_org_et,seg_alimentaria_org,seg_alimentaria_org_et,incertidumbre,incertidumbre_et,imp_economica,imp_economica_et,pool_imp_economica,seg_alimentaria,seg_alimentaria_et,pool_imp_sa,int_banco,int_banco_et,un_catalogo,un_estado_conservacion,est_conservacion_BGRL,vulnerabilidad,un_origen,un_habito,un_region_biogeografica,un_elevacion_msnm,un_departamentos,origen_x_regiones,tipo_origen,fuente_lista,clasificacion_FAO,ciclocultivo,int_economico_colombia,accesiones,sistema_conservacion,existe_banco,especies_cercanas_genoma,seguridad_alimentaria,accion_prioritaria,costo,catalogo_plantas_colombia,plan_nacional_sa,reg_mincultura,nombre_comun,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,promedio_p,AC1,AC2,AC3,AC4,AC5,AC6,AC7,AC8,AC9,AC10,AC11,prom_ac,VP1,VP2,VP3,VP4,VP5,VP6,VP7,VP8,VP9,VP10,prom_vp,IMP3,IMP4,IMP5,IMP6,IMP7,IMP8,IMP9,IMP10,IMP11,rendimiento,valor_produccion_h,porc_municipios,exportaciones_cneta,Valor_FOB _Exportaciones(COP),Valor_FOB_Exportaciones(COP-kg),Importaciones_Cantidad neta (t),Valor_FOB_Importaciones(COP),Valor_CIF_Importaciones(COP),Valor_FOB_Importaciones(COP-kg),Valor_CIF_Importaciones_(COP-kg),Grado_de_suficiencia,proxy_Consumo_aparente_Nacional,Indicador_de_generación_de_divisas(Exportaciones-Producción),Porcentaje_valor_FOB_exportaciones_totales,Porcentaje_valor_CIF_de_Importaciones,indice_lafay,calcio_precio,hierro_precio,pesos-Sodio promedio,pesos-Fósforo promedio,pesos-Yodo promedio,pesos-Flúor promedio,zinc_precio,pesos-Manganeso promedio,pesos-Magnesio promedio,pesos-Potasio promedio,energia_precio,pesos-Energía (kj),pesos-Humedad promedio,pesos-Proteína promedio,pesos-Lípidos promedio,pesos-Cenizas promedio,pesos-Fibra dietaria promedio,Consumo_alimentos,Aporte promedio diario de Calcio (mg/día),Aporte promedio diario de Hierro (mg/día),Aporte promedio diario de Zinc (mg/día),Aporte promedio diario de Energía (kcal/día),Calcio,TipoCalcio,Zinc,TipoZinc,Hierro,TipoHierro,Energia,TipoEnerg
113,Pourouma cecropiifolia,EVA's (MADR) List,NCB,Frutales,Fruits and nuts,NA,Local,70,NotEvaluated,0,30,Low,8,Undetermined,60,Media,30,Low,No,8,Undetermined,No,55,Medium,Yes,Not Evaluated,No result,NA,Native & cultivated,Árbol,"Amazonia,Andes,Llanura del Caribe,Orinoquia,Valle del Magdalena",100 - 1100,"Amazonas,Antioquia,Caquetá,Chocó,La Guajira,Meta,Putumayo,Vaupés",Tropical South America,Nativa,ICBF,Fruits and nuts,Permanente,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,UVA CAIMARONA,NA,1150,233,232.8,130.2,91.6,1.15,3,3,3,3,185.075,NA,160,75,70,71,45,3.25,1,1,1,1,42.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.32165791,NA,1.00E-03,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,0,0,1,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,184.95,1.35,0,0,0.3083,T1,NA,NA,0.1038,T1,NA,NA
114,Pleurotus ostreatus,EVA's (MADR) List,NCB,Hongos,Vegetables and melons,NA,Distant,20,NotEvaluated,0,30,Low,8,Undetermined,90,Alta,30,Low,No,8,Undetermined,No,15,Low,No results on catalogoplantasdecolombia.unal.edu.co,NA,No result,NA,NA,NA,NA,NA,NA,Southeast Europe,Introducida,ICBF,Vegetables and melons,Permanente,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ORELLANA,0,0,0,0,0,0,0,0.3,1,1,2,0.390909091,0,0,0,0,0,0,0,0.5,1,1,1,0.318181818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.228571429,NA,1.00E-03,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,Hibiscus sabdariffa,EVA's (MADR) List,NCB,Plantas aromaticas condimentarias y medicinales,Beverage and spice crops,NA,Distant,20,NotEvaluated,0,30,Low,8,Undetermined,90,Alta,30,Low,No,8,Undetermined,No,15,Low,No results on catalogoplantasdecolombia.unal.edu.co,NA,No result,NA,NA,NA,NA,NA,NA,East Africa,Introducida,Lista BGV,Beverage and spice crops,Transitorio,NA,NA,NA,NA,SI,NA,NA,NA,NA,NA,NA,NA,0,8,16.696,21.125,21.325,45.435,33.72,18.8,28.3,0.375,4.24,198.016,0,28,17.3,50.5,44,83.2,37.9,37,37.3,1,5.3,31.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.379381443,NA,2.00E-03,NA,NA,NA,NA,NA,NA,NA,NA,1,4.24,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,Citrus medica,BGV List,BGVCOL,Frutales,Fruits and nuts,Cítricos,Distant,20,MinorConcern,35,36.38,Low,8,Undetermined,90,Alta,36.38,Low,No,33.92,Low,PCG,27.63,Low,Yes,Not Evaluated,Least concern,MinorConcern,Cultivated,Arbolito,"Amazonia,Guayana y Serranía de La Macarena,Pacífico",15 - 300,"Amazonas,Meta,Nariño,Putumayo",East Asia,Introducida,Lista BGV,Fruits and nuts,Permanente,NA,NA,matero,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,16800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,Citrus natsudaidai,BGV List,BGVCOL,Frutales,Fruits and nuts,Cítricos,Distant,20,NotEvaluated,0,36.38,Low,8,Undetermined,90,Alta,36.38,Low,No,33.92,Low,PCG,27.63,Low,No results on catalogoplantasdecolombia.unal.edu.co,NA,No result,NotEvaluated,NA,NA,NA,NA,NA,East Asia,Introducida,Lista BGV,Fruits and nuts,Permanente,NA,NA,matero,0,NO,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,16800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,Citrus paradisi,BGV List,BGVCOL,Frutales,Fruits and nuts,Cítricos,Distant,20,NotEvaluated,0,30,Low,8,Undetermined,90,Alta,30,Low,No,33.92,Low,PCG,24.34,Low,No results on catalogoplantasdecolombia.unal.edu.co,NA,No result,NotEvaluated,NA,NA,NA,NA,NA,East Asia,Introducida,Lista BGV,Fruits and nuts,Permanente,NA,16,matero,0,NO,NA,NA,NA,NA,X,NA,NA,NA,48,60,196,20,NA,120,120,NA,NA,NA,94,NA,13,14,14,2,NA,30,30,NA,NA,NA,17.16666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.475728155,NA,1.80E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,Citrus reticulata,BGV List,BGVCOL,Frutales,Fruits and nuts,Cítricos,Distant,20,MinorConcern,35,55.82,Medium,57.5,Medium,10,No,55.82,Medium,No,57.5,Medium,No,29.12,Low,Yes,Not Evaluated,Least concern,MinorConcern,Cultivated,Arbolito,"Amazonia,Andes",200 - 2500,"Amazonas,Antioquia,Boyacá,Cundinamarca,Meta,Putumayo,Quindío,Risaralda,Tolima,Valle",East Asia,Introducida,Lista BGV,Fruits and nuts,Permanente,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,MANDARINA,47252.1,43370.5,97929.4,109768,114535,131401,136466,129762,137049,133074,122329,109357.8182,3190.2,2723.1,7672.3,8089.6,8336.89,8670,9095.9,8606.1,11063.1,10374.3,9076.8,7899.844545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.8430342,22079640,0.08,209.98,653246594.6,3110.92,4054.47,4063725436,4382563418,1002.28,1080.92,0.9679,126173.49,1.90E-03,1.00E-04,6.00E-04,0.97,4.55714295,531.6666775,79.75000163,7.59523825,NA,NA,797.5000163,1595.000033,13.29166694,1.056291412,3.190000065,0.759523825,1.829128478,177.2222258,1595.000033,398.7500081,NA,105,36.75,0.315,0.21,52.5,6.13E-02,T1,5.25E-02,T1,2.42E-02,T1,4.38E-02,T1
121,Citrus sinensis,BGV List,BGVCOL,Frutales,Fruits and nuts,Cítricos,Distant,20,NotEvaluated,0,52.74,Medium,37.5,Low,10,No,52.74,Medium,No,37.5,Low,No,29.12,Low,Yes,Not Evaluated,No result,NotEvaluated,Cultivated,NA,"Amazonia,Andes,Llanura del Caribe,Pacífico,Valle del Cauca,Valle del Magdalena",200 - 2500,"Amazonas,Antioquia,Boyacá,Cundinamarca,Huila,Meta,Nariño,Quindío,Risaralda,Santander,Tolima,Valle,Vaupés",East Asia,Introducida,Lista BGV,Fruits and nuts,Permanente,NA,NA,NA,1,NA,NA,NA,NA,NA,X,NA,NARANJA,198581,204259,194241,228128,220077,229229,252359,246473,260536,296595,307181,239787.1818,11738.8,12300.3,12275.2,12572.9,11788.7,11918.4,14511.8,14665.8,15631.8,16315,16820.8,13685.40909,54.7164,46.9437,60.404,48.1329,79.9604,83.4983,66.2152,80.2306,73.0924,63.6248,65.6819,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.52137479,12944967,0.164,11239.28,14423831476,1283.34,3928.56,19635672736,21262921321,4998.18,5412.39,0.9869,299870.28,4.69E-02,1.20E-03,2.90E-03,1.02,2.238818198,56.83153886,36.94050026,3.694050026,NA,NA,147.762001,NA,0.346859157,0.55135075,1.847025013,0.437165684,0.834813565,105.5442865,246.2700017,43.45941207,369.4050026,308.3,101.739,4.0079,1.5415,123.32,0.1696,T1,0.3854,T1,0.3083,T1,0.1028,T1
125,Citrus volkameriana,BGV List,BGVCOL,Frutales,Fruits and nuts,Cítricos,Distant,20,NotEvaluated,0,36.38,Low,8,Undetermined,90,Alta,36.38,Low,No,33.92,Low,PCG,27.63,Low,Yes,Not Evaluated,No result,NotEvaluated,Cultivated,Arbolito,Orinoquia,400,Meta,East Asia,Introducida,Lista BGV,Fruits and nuts,Permanente,NA,NA,matero,0,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,16800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,Citrus webberii,BGV List,BGVCOL,Frutales,Fruits and nuts,Cítricos,Distant,20,NotEvaluated,0,36.38,Low,8,Undetermined,90,Alta,36.38,Low,No,33.92,Low,PCG,27.63,Low,No results on catalogoplantasdecolombia.unal.edu.co,NA,No result,NotEvaluated,NA,NA,NA,NA,NA,East Asia,Introducida,Lista BGV,Fruits and nuts,Permanente,NA,NA,matero,0,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,16800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,Clausena lansium,BGV List,BGVCOL,Frutales,Fruits and nuts,Cítricos,Distant,20,MinorConcern,35,8,Undetermined,8,Undetermined,90,Alta,36.38,Low,PCG,33.92,Low,PCG,27.63,Low,No results on catalogoplantasdecolombia.unal.edu.co,NA,Least concern,MinorConcern,NA,NA,NA,NA,NA,East Asia,Introducida,Lista BGV,Fruits and nuts,Permanente,NA,NA,matero,0,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,Coccoloba uvifera,BGV List,BGVCOL,Otros permanentes,Other crops,Frutales menores,Close,45,NotEvaluated,0,8,Undetermined,8,Undetermined,90,Alta,8,Undetermined,No,8,Undetermined,No,15,Low,Yes,Not Evaluated,No result,NotEvaluated,Native & cultivated,Árbol,"Llanura del Caribe,Pacífico",20 - 900,"Antioquia,Bolívar,Magdalena,Valle",Caribbean,Nativa,Lista BGV,Other crops,Permanente,NA,NA,campo,0,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,Cocos nucifera,BGV List,BGVCOL,Frutales,Fruits and nuts,Coco,Distant,20,MinorConcern,35,54.35,Medium,56.54,Medium,30,Baja,54.35,Medium,No,56.54,Medium,No,27.84,Low,Yes,Not Evaluated,Least concern,MinorConcern,Native & cultivated,"Árbol,Palma solitaria","Amazonia,Andes,Guayana y Serranía de La Macarena,Islas Caribeñas,Llanura del Caribe,Orinoquia,Pacífico,Valle del Cauca,Valle del Magdalena",0 - 1500,"Amazonas,Antioquia,Arauca,Atlántico,Bolívar,Boyacá,Caldas,Caquetá,Casanare,Cauca,Cesar,Chocó,Córdoba,Cundinamarca,Guainía,La Guajira,Guaviare,Huila,Magdalena,Meta,Nariño,Norte de Santander,Putumayo,Quindío,Risaralda,San Andrés, Providencia y Santa Catalina,Santander,Sucre,Tolima,Valle,Vaupés,Vichada",South Asia,Introducida,Lista BGV,Fruits and nuts,Permanente,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,4,COCO,112592,109065,101719,110372,112399,114705,114708,129673,129957,122769,127159,116828.9091,15187,14697.5,13523.7,16091.3,15736.7,16727.6,16170.5,17620.8,17706.3,16855.2,17010.8,16120.67273,23.7441,26.9861,22.1106,27.9953,34.7321,34.6539,33.3317,37.2837,28.9394,25.0062,29.4783,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.247148495,17500777,5.50E-02,4.66,60361968.94,12956.97,696.63,4282445941,4538384846,6147.38,6514.78,0.9946,127850.97,0,0,6.00E-04,0.99,34.49785804,185.7576972,NA,3.018562579,NA,NA,NA,NA,NA,NA,0.628867204,0.150270695,5.105391254,67.07916842,6.802394544,219.5318239,NA,14,0.98,0.182,0,53.76,1.60E-03,T1,NA,NA,1.40E-02,T1,4.48E-02,T1
130,Cucurbita ficifolia,BGV List,BGVCOL,Hortalizas,Vegetables and melons,Cucurbitaceas,Close,45,NotEvaluated,0,8,Undetermined,30,Low,90,Alta,52.36,Medium,GP,30,Low,No,22.02,Low,Yes,Not Evaluated,No result,NotEvaluated,Cultivated,Trepadora,Andes,550 - 3000,"Antioquia,Cauca,Cundinamarca,Meta,Nariño,Putumayo,Santander",Central America y Mexico,Nativa,Lista BGV,Vegetables and melons,Transitorio,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,Cucurbita maxima,BGV List,BGVCOL,Hortalizas,Vegetables and melons,Cucurbitaceas,Close,45,NotEvaluated,0,50.53,Medium,73.92,High,60,Media,50.53,Medium,No,73.92,High,No,24.34,Low,Yes,Not Evaluated,No result,NotEvaluated,Cultivated,Trepadora,"Amazonia,Andes,Islas Caribeñas,Llanura del Caribe,Valle del Magdalena",20 - 1750,"Amazonas,Antioquia,Atlántico,Bolívar,Boyacá,Cauca,Córdoba,Cundinamarca,Magdalena,Nariño,Norte de Santander,Quindío,San Andrés, Providencia y Santa Catalina,Santander,Tolima,Valle,Vichada",Central America y Mexico,Nativa,Lista BGV,Vegetables and melons,Transitorio,NA,NA,NA,1,NA,NA,NA,NA,NA,X,2,CALABAZA,3106,732,462,2720.8,1870.16,3542.69,5409,5195,5668,2090,9875,3697.331818,118,38,NA,114.4,80.04,147,146,104,83,29.5,230,108.994,10.1089,6.95341,5.83246,9.45149,9.40383,12.8869,39.2064,32.1765,24.8299,23.0983,17.3948,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,25645291,3.00E-03,189.82,423160137.6,2229.28,NA,NA,NA,NA,NA,1,9685.18,5.13E-02,0,0,1.02,8.577020401,371.6708841,NA,3.844871214,NA,NA,NA,NA,NA,NA,5.309584058,1.252823205,1.187446914,139.3765815,NA,278.753163,NA,NA,NA,NA,NA,NA,9.80E-03,T2,NA,NA,1.04E-02,T2,7.90E-03,T2
132,Cucurbita moschata,BGV List,BGVCOL,Hortalizas,Vegetables and melons,Cucurbitaceas,Close,45,NotEvaluated,0,52.36,Medium,57.5,Medium,10,No,52.36,Medium,No,57.5,Medium,No,29.12,Low,Yes,Not Evaluated,No result,NotEvaluated,Cultivated,Trepadora,"Llanura del Caribe,Valle del Cauca",0 - 2200,"Antioquia,Atlántico,Bolívar,Casanare,Cauca,Cesar,Cundinamarca,Nariño,Putumayo,Tolima,Valle",Central America y Mexico,Nativa,Lista BGV,Vegetables and melons,Transitorio,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,AHUYAMA,52535.1,54175.9,51185.4,51968.7,59854.1,82320.1,102593,118312,100130,107839,140099,83728.39091,1794.35,2105.6,2341.13,2427.71,2935.2,3877.06,4405.1,4075.06,3929.84,5091.02,7394.87,3670.630909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.81035413,18768816,0.135,NA,NA,NA,NA,NA,NA,NA,NA,1,140099,0,0,0,1,5.877285844,822.8200182,0.492706598,3.428416742,NA,NA,411.4100091,822.8200182,7.480181983,0.377440375,2.057050045,0.492706598,0.929740134,91.42444646,205.7050045,91.42444646,NA,68,9.52,6.80E-02,0.136,27.2,1.59E-02,T1,3.40E-02,T1,5.20E-03,T1,2.27E-02,T1
133,Cucurbita pepo,BGV List,BGVCOL,Hortalizas,Vegetables and melons,Cucurbitaceas,Close,45,NotEvaluated,0,50,Medium,8,Undetermined,90,Alta,50,Medium,No,57.5,Medium,GP,29.12,Low,Yes,Not Evaluated,No result,NotEvaluated,Cultivated,Trepadora,Andes,500 - 2700,"Antioquia,Cundinamarca,Norte de Santander",Central America y Mexico,Nativa,Lista BGV,Vegetables and melons,Transitorio,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,CALABACIN,19.2,150,199.5,587.5,1635,1128,1684.5,869,371,1548.15,1848.95,912.8,3,NA,4.5,53,20,22,24,11,24,54.2,65.4,28.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5,33246572,7.00E-03,NA,NA,NA,NA,NA,NA,NA,NA,1,1848.95,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,Cyclanthera pedata,BGV List,BGVCOL,Hortalizas,Vegetables and melons,Cucurbitaceas,Local,70,NotEvaluated,0,30,Low,8,Undetermined,90,Alta,30,Low,No,57.5,Medium,GP,69.12,Medium,Yes,Not Evaluated,No result,NotEvaluated,Native & cultivated,Trepadora,Andes,1700 - 2080,"Antioquia,Cundinamarca,Nariño",Tropical South America,Nativa,Lista BGV,Vegetables and melons,Transitorio,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,NA,NA,6300.8,6680.5,5406.5,8311.5,5991.031005,3822.6,4403,3351.1,4988.46,4559.2068,4560.239,5306.81,151.5,351.3,273.2,306.8,293.591989,283,227.8,130.5,182.1,172.83,186.29,232.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.81321468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4560.24,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,Dillenia indica,BGV List,BGVCOL,Frutales,Fruits and nuts,Frutales menores,Distant,20,Threatened,75,8,Undetermined,8,Undetermined,90,Alta,8,Undetermined,No,8,Undetermined,No,15,Low,Yes,Not Evaluated,Endangered,Threatened,Cultivated,Árbol,"Llanura del Caribe,Valle del Magdalena",250,"Atlántico,Huila,Tolima",Southeast Asia,Introducida,Lista BGV,Fruits and nuts,Permanente,NA,NA,campo,0,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,Dioscorea esculenta,BGV List,BGVCOL,Tuberculos,Root/tuber crops with high starch or inulin conten,Ñame,Distant,20,MinorConcern,35,57.49,Medium,50,Medium,30,Baja,57.49,Medium,No,50,Medium,No,29.11,Low,Yes,Not Evaluated,Least concern,MinorConcern,Cultivated,Trepadora,NA,0 - 100,Desconocido,South Asia,Introducida,Lista BGV,Root/tuber crops with high starch or inulin conten,Anual,NA,NA,NA,1,SI,NA,NA,NA,NA,NA,1,ÑAME,269881,312787,380873,393996,391912,346705,365556,307551,260156,440002,549391,365346.3636,25636,28734.1,35918.3,36175,35656.2,31481.2,33234.9,29425.7,26137.4,36295.4,46377.1,33188.3,95.7156,87.8828,118.911,182.424,259.784,295.381,133.266,127.085,124.986,100.751,152.619,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.00828797,15656648,0.125,10439.34,24277585469,2325.59,NA,NA,NA,NA,NA,1,538951.66,2.86E-02,2.10E-03,0,1.02,35.5565008,158.0288924,NA,4.587935587,NA,NA,NA,NA,NA,NA,1.39437258,0.333863857,2.028901615,94.81733546,1422.260032,203.1800046,NA,78,3.12,0.702,0,79.56,5.20E-03,T1,NA,NA,5.40E-02,T1,6.63E-02,T1
138,Dioscorea trifida,BGV List,BGVCOL,Tuberculos,Root/tuber crops with high starch or inulin conten,Ñame,Local,70,MinorConcern,35,30,Low,30,Low,90,Alta,30,Low,No,30,Low,No,15,Low,Yes,Not Evaluated,Least concern,MinorConcern,Native & cultivated,Trepadora,"Amazonia,Guayana y Serranía de La Macarena,Orinoquia,Pacífico,Sierra Nevada de Santa Marta",5 - 1120,"Amazonas,Antioquia,Boyacá,Chocó,Guainía,Guaviare,Meta,Nariño,Tolima,Vaupés",Tropical South America,Nativa,Lista BGV,Root/tuber crops with high starch or inulin conten,Anual,NA,NA,NA,0,SI,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.6,10880000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,Diospyros discolor,BGV List,BGVCOL,Otros permanentes,Other crops,Frutales menores,Distant,20,NotEvaluated,0,8,Undetermined,8,Undetermined,90,Alta,8,Undetermined,No,8,Undetermined,No,15,Low,Yes,Not Evaluated,No result,NotEvaluated,Cultivated,Árbol,"Andes,Pacífico",100 - 1500,"Antioquia,Chocó",Southeast Asia,Introducida,Lista BGV,Other crops,Permanente,NA,NA,campo,0,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
